room,startDate,endDate,guest,totalPrice,status,customer_email,specialRequests
Deluxe Suite,2025-07-22,2025-07-28,2,635.35,confirmed,user_8904@example.com,None
Presidential Suite,2025-12-10,2025-12-21,1,1064.44,confirmed,user_9176@example.com,Early check-in
Presidential Suite,2025-03-20,2025-03-27,2,1192.12,confirmed,user_2958@example.com,None
Executive King,2025-04-10,2025-04-21,1,706.02,canceled,user_2150@example.com,None
Executive King,2025-01-07,2025-01-14,1,651.0,confirmed,user_4191@example.com,None
Executive King,2025-06-02,2025-06-12,2,649.14,confirmed,user_7517@example.com,None
Presidential Suite,2025-10-16,2025-10-24,1,1201.53,confirmed,user_9662@example.com,None
Executive King,2025-08-09,2025-08-11,2,745.56,confirmed,user_8479@example.com,None
Presidential Suite,2025-04-02,2025-04-08,1,1223.1,confirmed,user_4933@example.com,None
Presidential Suite,2025-11-23,2025-12-02,2,1095.59,confirmed,user_1567@example.com,Late checkout
Executive King,2025-07-01,2025-07-02,2,637.66,confirmed,user_7042@example.com,None
Presidential Suite,2025-02-14,2025-02-19,2,1092.28,confirmed,user_9480@example.com,None
Presidential Suite,2025-02-13,2025-02-19,3,1168.33,confirmed,user_9003@example.com,None
Deluxe Suite,2025-11-14,2025-11-25,1,782.93,confirmed,user_8082@example.com,None
Deluxe Suite,2025-02-10,2025-02-19,1,701.38,canceled,user_2790@example.com,None
Executive King,2025-04-15,2025-04-25,2,770.65,confirmed,user_3723@example.com,None
Presidential Suite,2025-08-21,2025-09-01,1,1216.18,confirmed,user_211@example.com,None
Presidential Suite,2025-09-30,2025-10-10,2,1314.53,confirmed,user_4100@example.com,None
Presidential Suite,2025-06-23,2025-06-26,4,1247.5,confirmed,user_7854@example.com,None
Executive King,2025-05-16,2025-05-17,2,599.3,canceled,user_2597@example.com,None
Presidential Suite,2025-12-25,2026-01-07,4,988.95,confirmed,user_4269@example.com,None
Deluxe Suite,2025-08-21,2025-09-02,1,507.7,confirmed,user_7544@example.com,None
Executive King,2025-11-20,2025-11-27,1,1044.39,confirmed,user_3114@example.com,None
Executive King,2025-03-14,2025-03-26,1,776.08,confirmed,user_9066@example.com,None
Deluxe Suite,2025-10-29,2025-11-04,1,305.7,confirmed,user_6693@example.com,None
Presidential Suite,2025-02-11,2025-02-21,3,1103.02,confirmed,user_1848@example.com,None
Presidential Suite,2025-04-21,2025-04-22,3,1133.96,confirmed,user_654@example.com,None
Deluxe Suite,2025-11-29,2025-12-11,2,738.38,confirmed,user_284@example.com,None
Deluxe Suite,2025-01-07,2025-01-13,2,532.86,confirmed,user_5119@example.com,None
Deluxe Suite,2025-05-10,2025-05-21,2,229.09,confirmed,user_565@example.com,None
Presidential Suite,2025-02-16,2025-02-22,1,1266.93,confirmed,user_5613@example.com,None
Executive King,2025-11-19,2025-11-29,1,668.8,confirmed,user_376@example.com,None
Executive King,2025-03-19,2025-03-23,1,489.47,confirmed,user_9110@example.com,None
Deluxe Suite,2025-08-15,2025-08-18,1,656.4,confirmed,user_7620@example.com,Late checkout
Deluxe Suite,2025-12-08,2025-12-12,1,551.83,confirmed,user_543@example.com,Early check-in
Deluxe Suite,2025-03-26,2025-04-03,1,627.14,confirmed,user_8723@example.com,Early check-in
Presidential Suite,2025-03-27,2025-04-06,1,1388.38,confirmed,user_8896@example.com,None
Executive King,2025-02-15,2025-02-20,1,899.79,canceled,user_4006@example.com,Early check-in
Presidential Suite,2025-02-04,2025-02-14,3,1097.76,confirmed,user_8200@example.com,None
Executive King,2025-11-19,2025-11-28,2,772.7,confirmed,user_3533@example.com,None
Presidential Suite,2025-02-26,2025-03-02,1,1072.05,confirmed,user_7813@example.com,Late checkout
Deluxe Suite,2025-01-25,2025-01-28,1,644.51,confirmed,user_4837@example.com,None
Executive King,2025-09-04,2025-09-10,1,969.36,confirmed,user_5690@example.com,Late checkout
Deluxe Suite,2025-05-05,2025-05-17,2,518.08,confirmed,user_3756@example.com,Early check-in
Deluxe Suite,2025-12-05,2025-12-06,2,606.35,confirmed,user_6663@example.com,None
Deluxe Suite,2025-07-26,2025-07-31,2,658.82,confirmed,user_4457@example.com,None
Presidential Suite,2025-03-21,2025-03-29,4,1139.63,canceled,user_1821@example.com,None
Executive King,2025-06-19,2025-06-29,1,797.39,confirmed,user_1924@example.com,None
Executive King,2025-01-18,2025-01-27,1,710.19,confirmed,user_8354@example.com,Early check-in
Presidential Suite,2025-08-16,2025-08-28,4,1110.95,confirmed,user_3786@example.com,None
Executive King,2025-01-25,2025-02-03,1,713.92,confirmed,user_6956@example.com,Late checkout
Executive King,2025-07-26,2025-08-07,2,704.83,confirmed,user_1500@example.com,Early check-in
Executive King,2025-10-18,2025-10-22,2,1088.59,confirmed,user_6418@example.com,Late checkout
Presidential Suite,2025-01-18,2025-01-26,3,1267.04,confirmed,user_4745@example.com,None
Executive King,2025-08-07,2025-08-08,2,818.83,confirmed,user_6477@example.com,Early check-in
Deluxe Suite,2025-09-17,2025-09-20,1,529.71,confirmed,user_6237@example.com,None
Executive King,2025-02-23,2025-03-06,1,780.69,confirmed,user_5921@example.com,None
Executive King,2025-04-11,2025-04-24,2,635.83,confirmed,user_6098@example.com,Late checkout
Deluxe Suite,2025-05-28,2025-05-31,1,654.42,confirmed,user_4573@example.com,Early check-in
Deluxe Suite,2025-07-05,2025-07-08,1,802.25,confirmed,user_9759@example.com,Late checkout
Deluxe Suite,2025-12-08,2025-12-20,2,547.04,confirmed,user_3552@example.com,Late checkout
Presidential Suite,2025-11-06,2025-11-19,4,1391.77,confirmed,user_465@example.com,None
Executive King,2025-04-10,2025-04-20,2,788.77,confirmed,user_6813@example.com,Early check-in
Presidential Suite,2025-11-28,2025-12-05,2,1513.86,confirmed,user_7139@example.com,Late checkout
Presidential Suite,2025-02-26,2025-03-11,4,1053.65,canceled,user_5186@example.com,Early check-in
Deluxe Suite,2025-11-22,2025-11-28,2,621.01,confirmed,user_5050@example.com,Early check-in
Executive King,2025-01-06,2025-01-11,1,646.32,confirmed,user_1961@example.com,Early check-in
Executive King,2025-04-11,2025-04-24,1,584.16,confirmed,user_4711@example.com,Late checkout
Deluxe Suite,2025-05-24,2025-05-28,2,603.94,confirmed,user_6506@example.com,Late checkout
Deluxe Suite,2025-05-07,2025-05-13,1,666.69,confirmed,user_5233@example.com,None
Deluxe Suite,2025-12-04,2025-12-08,1,859.2,confirmed,user_5284@example.com,Early check-in
Deluxe Suite,2025-04-06,2025-04-17,1,486.93,confirmed,user_7050@example.com,None
Executive King,2025-05-26,2025-06-02,1,630.94,confirmed,user_1077@example.com,Early check-in
Presidential Suite,2025-05-23,2025-05-25,4,1086.93,confirmed,user_1962@example.com,None
Executive King,2025-10-31,2025-11-05,1,706.05,confirmed,user_1892@example.com,Early check-in
Executive King,2025-09-12,2025-09-19,2,852.81,confirmed,user_4009@example.com,Early check-in
Executive King,2025-09-06,2025-09-15,1,778.97,confirmed,user_4836@example.com,Early check-in
Presidential Suite,2025-07-21,2025-07-31,2,1296.31,confirmed,user_2364@example.com,Early check-in
Deluxe Suite,2025-10-07,2025-10-15,2,597.22,canceled,user_3719@example.com,None
Presidential Suite,2025-09-19,2025-09-22,1,943.54,canceled,user_6740@example.com,None
Deluxe Suite,2025-02-06,2025-02-08,1,804.16,confirmed,user_1528@example.com,None
Executive King,2025-06-23,2025-06-24,1,682.7,canceled,user_8191@example.com,None
Presidential Suite,2025-07-23,2025-07-27,2,1191.17,confirmed,user_5997@example.com,Late checkout
Presidential Suite,2025-10-04,2025-10-09,3,1180.46,confirmed,user_2352@example.com,Early check-in
Deluxe Suite,2025-05-14,2025-05-20,2,625.75,confirmed,user_8539@example.com,None
Presidential Suite,2025-03-03,2025-03-14,3,1240.74,canceled,user_4703@example.com,None
Executive King,2025-03-06,2025-03-12,2,734.7,confirmed,user_819@example.com,None
Deluxe Suite,2025-12-23,2026-01-01,2,670.52,confirmed,user_4688@example.com,None
Deluxe Suite,2025-04-12,2025-04-20,1,537.4,confirmed,user_2656@example.com,Early check-in
Deluxe Suite,2025-11-11,2025-11-15,1,785.54,confirmed,user_2873@example.com,Early check-in
Deluxe Suite,2025-05-18,2025-05-27,1,433.93,confirmed,user_3169@example.com,None
Deluxe Suite,2025-09-29,2025-10-04,2,640.33,confirmed,user_6739@example.com,None
Executive King,2025-02-16,2025-02-19,2,794.11,confirmed,user_721@example.com,Early check-in
Presidential Suite,2025-04-15,2025-04-25,3,998.75,confirmed,user_5418@example.com,Early check-in
Deluxe Suite,2025-11-01,2025-11-02,2,530.26,confirmed,user_241@example.com,None
Presidential Suite,2025-08-04,2025-08-15,4,959.88,confirmed,user_6887@example.com,None
Deluxe Suite,2025-06-28,2025-07-11,1,428.16,confirmed,user_1020@example.com,None
Deluxe Suite,2025-08-29,2025-09-05,2,578.61,confirmed,user_3534@example.com,None
Deluxe Suite,2025-08-16,2025-08-25,2,266.99,confirmed,user_2717@example.com,None
Executive King,2025-11-04,2025-11-06,2,730.29,confirmed,user_1569@example.com,None
Deluxe Suite,2025-10-21,2025-10-29,1,760.41,canceled,user_5201@example.com,Early check-in
Executive King,2025-02-09,2025-02-15,1,842.07,confirmed,user_9398@example.com,None
Executive King,2025-05-07,2025-05-12,2,875.51,confirmed,user_7151@example.com,None
Deluxe Suite,2025-11-15,2025-11-16,1,711.19,confirmed,user_9401@example.com,Early check-in
Presidential Suite,2025-05-02,2025-05-12,2,1233.46,confirmed,user_4342@example.com,None
Presidential Suite,2025-05-04,2025-05-17,4,1091.0,confirmed,user_5054@example.com,Early check-in
Executive King,2025-10-12,2025-10-19,1,709.67,confirmed,user_3801@example.com,Early check-in
Executive King,2025-02-12,2025-02-21,1,743.5,confirmed,user_9745@example.com,Early check-in
Executive King,2025-06-12,2025-06-21,2,836.63,canceled,user_4785@example.com,None
Presidential Suite,2025-03-06,2025-03-08,4,1307.31,confirmed,user_1722@example.com,Late checkout
Presidential Suite,2025-09-08,2025-09-14,3,1278.36,confirmed,user_2889@example.com,None
Presidential Suite,2025-04-11,2025-04-12,4,1146.19,confirmed,user_7753@example.com,Early check-in
Executive King,2025-07-16,2025-07-20,1,770.2,confirmed,user_723@example.com,Late checkout
Presidential Suite,2025-04-23,2025-04-29,4,1505.4,confirmed,user_4017@example.com,Early check-in
Presidential Suite,2025-05-06,2025-05-13,3,1078.38,confirmed,user_3871@example.com,None
Presidential Suite,2025-10-29,2025-11-05,3,1069.2,confirmed,user_4877@example.com,None
Executive King,2025-11-17,2025-11-19,2,658.33,canceled,user_6842@example.com,Late checkout
Executive King,2025-07-18,2025-07-21,2,622.76,confirmed,user_5017@example.com,None
Deluxe Suite,2025-02-09,2025-02-16,2,901.19,confirmed,user_8257@example.com,None
Presidential Suite,2025-01-29,2025-02-08,2,1379.24,confirmed,user_1666@example.com,Early check-in
Executive King,2025-12-27,2026-01-02,2,886.34,confirmed,user_3760@example.com,Early check-in
Deluxe Suite,2025-10-16,2025-10-17,1,415.44,confirmed,user_3999@example.com,None
Executive King,2025-12-12,2025-12-18,1,632.46,confirmed,user_7970@example.com,None
Presidential Suite,2025-02-21,2025-03-02,1,973.98,confirmed,user_6603@example.com,Late checkout
Deluxe Suite,2025-08-06,2025-08-18,1,688.29,canceled,user_6357@example.com,None
Executive King,2025-12-10,2025-12-21,2,1061.54,confirmed,user_3481@example.com,None
Presidential Suite,2025-04-12,2025-04-13,1,1072.26,confirmed,user_6470@example.com,None
Presidential Suite,2025-01-20,2025-01-23,2,1080.35,confirmed,user_4368@example.com,None
Presidential Suite,2025-08-15,2025-08-18,3,1295.41,canceled,user_3048@example.com,Early check-in
Presidential Suite,2025-01-06,2025-01-19,3,1173.85,confirmed,user_8615@example.com,None
Executive King,2025-08-05,2025-08-16,1,842.3,confirmed,user_5212@example.com,Early check-in
Presidential Suite,2025-07-10,2025-07-22,2,1106.14,confirmed,user_1753@example.com,Late checkout
Presidential Suite,2025-08-28,2025-09-06,1,1009.28,confirmed,user_1388@example.com,None
Deluxe Suite,2025-05-11,2025-05-18,2,805.11,confirmed,user_5521@example.com,None
Executive King,2025-09-20,2025-09-29,1,818.54,confirmed,user_1184@example.com,None
Deluxe Suite,2025-03-25,2025-04-01,2,592.11,confirmed,user_2435@example.com,None
Executive King,2025-07-02,2025-07-07,1,781.72,confirmed,user_8190@example.com,Early check-in
Executive King,2025-09-24,2025-09-29,2,741.79,confirmed,user_5125@example.com,None
Presidential Suite,2025-06-15,2025-06-28,3,940.04,confirmed,user_6311@example.com,Early check-in
Executive King,2025-02-07,2025-02-19,2,519.27,confirmed,user_2385@example.com,Early check-in
Presidential Suite,2025-12-21,2025-12-26,2,1290.97,confirmed,user_6209@example.com,None
Presidential Suite,2025-06-29,2025-07-12,4,1268.16,confirmed,user_7193@example.com,Late checkout
Deluxe Suite,2025-01-30,2025-02-01,1,815.28,confirmed,user_4496@example.com,None
Deluxe Suite,2025-12-02,2025-12-08,2,355.41,confirmed,user_9687@example.com,None
Presidential Suite,2025-03-12,2025-03-24,3,1413.72,confirmed,user_901@example.com,None
Presidential Suite,2025-12-25,2026-01-01,1,841.13,confirmed,user_9486@example.com,None
Presidential Suite,2025-01-01,2025-01-08,1,977.35,canceled,user_358@example.com,None
Presidential Suite,2025-07-23,2025-07-27,2,1369.62,canceled,user_3835@example.com,Late checkout
Presidential Suite,2025-01-17,2025-01-19,3,1096.12,canceled,user_9462@example.com,None
Deluxe Suite,2025-02-10,2025-02-23,2,312.4,confirmed,user_3138@example.com,Early check-in
Presidential Suite,2025-07-05,2025-07-16,1,1068.9,confirmed,user_2595@example.com,Late checkout
Presidential Suite,2025-03-17,2025-03-21,4,1422.42,confirmed,user_7759@example.com,Early check-in
Executive King,2025-08-11,2025-08-17,2,791.32,canceled,user_6906@example.com,None
Deluxe Suite,2025-10-02,2025-10-12,2,634.43,confirmed,user_5999@example.com,None
Deluxe Suite,2025-10-11,2025-10-19,2,570.36,confirmed,user_8412@example.com,Early check-in
Executive King,2025-05-17,2025-05-18,1,754.58,confirmed,user_779@example.com,Late checkout
Deluxe Suite,2025-08-21,2025-08-25,2,722.77,confirmed,user_1582@example.com,None
Executive King,2025-08-02,2025-08-03,2,784.33,confirmed,user_2818@example.com,Late checkout
Deluxe Suite,2025-08-08,2025-08-14,1,704.19,confirmed,user_6336@example.com,None
Presidential Suite,2025-10-17,2025-10-21,4,1035.3,confirmed,user_7645@example.com,None
Deluxe Suite,2025-04-02,2025-04-15,1,409.75,confirmed,user_7612@example.com,None
Presidential Suite,2025-10-04,2025-10-08,4,1312.97,confirmed,user_7153@example.com,None
Deluxe Suite,2025-05-30,2025-06-08,2,471.5,confirmed,user_9364@example.com,None
Deluxe Suite,2025-10-17,2025-10-29,2,440.05,confirmed,user_9775@example.com,None
Executive King,2025-05-16,2025-05-20,1,876.7,confirmed,user_7552@example.com,None
Presidential Suite,2025-07-18,2025-07-28,3,802.08,canceled,user_2191@example.com,None
Deluxe Suite,2025-12-19,2025-12-28,1,640.26,canceled,user_6070@example.com,Late checkout
Deluxe Suite,2025-02-08,2025-02-11,1,364.86,confirmed,user_8984@example.com,Early check-in
Presidential Suite,2025-03-20,2025-03-29,2,1105.61,canceled,user_4305@example.com,None
Deluxe Suite,2025-02-20,2025-03-03,1,341.43,canceled,user_1572@example.com,None
Executive King,2025-03-20,2025-03-30,1,682.0,canceled,user_8131@example.com,Early check-in
Deluxe Suite,2025-02-02,2025-02-14,2,612.31,confirmed,user_785@example.com,Late checkout
Deluxe Suite,2025-06-03,2025-06-12,1,728.39,confirmed,user_2344@example.com,None
Presidential Suite,2025-01-26,2025-02-05,1,1295.06,confirmed,user_9009@example.com,None
Presidential Suite,2025-08-20,2025-08-25,2,1074.04,confirmed,user_2302@example.com,None
Presidential Suite,2025-06-13,2025-06-23,2,1125.59,confirmed,user_1882@example.com,Early check-in
Deluxe Suite,2025-05-14,2025-05-16,2,855.46,confirmed,user_1302@example.com,None
Presidential Suite,2025-08-05,2025-08-15,4,961.38,confirmed,user_1402@example.com,None
Presidential Suite,2025-03-11,2025-03-14,3,1176.27,confirmed,user_5503@example.com,Early check-in
Executive King,2025-12-25,2026-01-07,2,802.64,confirmed,user_9170@example.com,None
Presidential Suite,2025-07-02,2025-07-07,1,1324.42,canceled,user_5187@example.com,Early check-in
Executive King,2025-09-21,2025-10-03,1,362.4,confirmed,user_1015@example.com,None
Executive King,2025-03-20,2025-04-02,1,948.87,confirmed,user_6047@example.com,None
Presidential Suite,2025-01-06,2025-01-15,2,1176.58,confirmed,user_8370@example.com,Early check-in
Deluxe Suite,2025-08-17,2025-08-24,2,436.12,confirmed,user_2472@example.com,None
Deluxe Suite,2025-09-30,2025-10-02,2,468.75,confirmed,user_5149@example.com,None
Presidential Suite,2025-07-09,2025-07-11,3,1331.75,confirmed,user_4768@example.com,None
Presidential Suite,2025-12-25,2025-12-27,2,1216.53,confirmed,user_8897@example.com,Early check-in
Executive King,2025-02-11,2025-02-19,2,947.39,confirmed,user_4438@example.com,None
Presidential Suite,2025-10-21,2025-10-24,2,920.86,canceled,user_9811@example.com,None
Executive King,2025-07-04,2025-07-17,2,1181.81,confirmed,user_5530@example.com,Early check-in
Deluxe Suite,2025-06-13,2025-06-15,2,605.97,confirmed,user_6687@example.com,None
Presidential Suite,2025-07-20,2025-07-27,3,1337.0,confirmed,user_1051@example.com,Early check-in
Presidential Suite,2025-09-17,2025-09-27,3,1155.95,canceled,user_8298@example.com,None
Deluxe Suite,2025-01-23,2025-01-28,1,730.79,canceled,user_5785@example.com,None
Presidential Suite,2025-05-24,2025-05-26,3,1013.24,confirmed,user_8920@example.com,Late checkout
Executive King,2025-08-07,2025-08-10,1,1015.77,confirmed,user_5678@example.com,Late checkout
Executive King,2025-07-17,2025-07-23,2,851.87,confirmed,user_407@example.com,Early check-in
Deluxe Suite,2025-08-20,2025-09-02,1,901.85,confirmed,user_1481@example.com,None
Deluxe Suite,2025-06-21,2025-07-03,1,657.9,confirmed,user_4854@example.com,None
Executive King,2025-11-11,2025-11-18,2,1088.95,confirmed,user_4752@example.com,Early check-in
Presidential Suite,2025-02-15,2025-02-17,2,1372.27,confirmed,user_5654@example.com,Early check-in
Deluxe Suite,2025-12-15,2025-12-25,2,455.64,canceled,user_3975@example.com,None
Presidential Suite,2025-10-28,2025-11-04,3,1432.25,confirmed,user_4618@example.com,None
Deluxe Suite,2025-07-02,2025-07-09,1,560.59,canceled,user_6168@example.com,None
Executive King,2025-11-18,2025-11-24,1,846.31,canceled,user_823@example.com,Early check-in
